train_losses,val_losses,train_accuracies,val_accuracies,precisions,recalls,f1_scores
0.5378605824779477,0.23522655462454023,78.8366641993585,91.45936981757878,0.9163496087700693,0.9135845239614658,0.9130021872511703
0.3201423971757616,0.15123807253283367,88.93412287194671,94.96959646213378,0.9480261371029376,0.9480963908201568,0.9479621909321997
0.2701606592328767,0.14047330416118106,90.75376264495435,94.96959646213378,0.9498124624011375,0.9479096672019122,0.9480445192058847
0.2580013817701584,0.1220998119648644,91.33358006415001,95.79878385848535,0.956334844888612,0.9560188660932677,0.9561404520800297
0.23983045063427919,0.12075381229933874,91.67283493708364,96.0751796572692,0.9595626115175411,0.9590516804161502,0.9591648877102669
0.23206559034464863,0.1140565459101804,92.31433506044905,95.88170259812051,0.9568566919635053,0.9569450374294696,0.9568369132769675
0.21825084360628674,0.11032841298647486,92.78929188255613,96.43449419568823,0.9630673271898468,0.9628062022713889,0.9629345650450887
0.2101509387125454,0.11438411546425828,92.96817172464841,96.04754007739082,0.9590703916729687,0.9589994384764532,0.9588897233536814
0.2104567491671684,0.11016816508025952,92.82630150505798,96.43449419568823,0.9626391493121913,0.9637025356299288,0.9630957914092164
0.2058664041165358,0.11547117652330678,92.90032075006168,96.26865671641791,0.9613744376125365,0.9614590055354348,0.9614111237211592
0.20539726169607225,0.10873768192469836,92.98667653589933,96.37921503593145,0.9619550551162561,0.9627146477190643,0.9623127420445509
0.19860633615499887,0.11795604429636641,93.28892178633112,96.13045881702598,0.9596403233498223,0.9597833872148911,0.959529239660764
0.19303411308903784,0.10757206607785631,93.42462373550457,96.51741293532338,0.963709761990691,0.9640483904965299,0.9638166296614797
0.19425349638850614,0.11653243373720008,93.28892178633112,96.1028192371476,0.9600922038167349,0.9593318393845659,0.9593433095844818
0.19350877582394982,0.11654316830160831,93.68369109301752,96.46213377556661,0.9642665323386788,0.9625189740972734,0.9632424591875024
0.1867367646085646,0.1082275800882806,93.67135455218357,96.46213377556661,0.9628282897190781,0.9634880725596986,0.9630771350708643
0.1879350358925216,0.1141126764291824,93.75154206760425,96.18573797678275,0.9601789040382461,0.9602790585163752,0.960064979715268
0.18979974623394788,0.10437898774858025,93.60967184801382,96.60033167495854,0.9650733662264829,0.9643061455029107,0.9645739246851927
0.18114509604709622,0.10712677728703343,93.96743153219838,96.40685461580983,0.9631165726003962,0.9622124318432995,0.9626196572157727
0.18287729846655265,0.1065498783841337,93.97359980261534,96.79380873410724,0.9662271397375104,0.9669284583238448,0.9665548400205789
